season,team,opening_day_payroll_usd,source,notes
2021,Chicago Cubs,149665500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Chicago White Sox,125987500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Cincinnati Reds,118748164,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Cleveland Guardians,46833300,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Colorado Rockies,103986666,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Detroit Tigers,80398600,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Houston Astros,171018567,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Kansas City Royals,87779400,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Los Angeles Angels,177353000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Los Angeles Dodgers,235412876,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Miami Marlins,49425000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Milwaukee Brewers,87569366,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Minnesota Twins,121003834,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,New York Mets,167415024,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,New York Yankees,191205631,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Oakland Athletics,74615000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Philadelphia Phillies,174009000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Pittsburgh Pirates,35905000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,San Diego Padres,171686600,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,San Francisco Giants,127889903,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Seattle Mariners,64553500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,St. Louis Cardinals,135047200,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Tampa Bay Rays,60388600,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Texas Rangers,84868750,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Toronto Blue Jays,137133333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Washington Nationals,161907528,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Arizona Diamondbacks,75993333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Atlanta Braves,173935000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Baltimore Orioles,30221166,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Boston Red Sox,195166000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Chicago Cubs,130560000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Chicago White Sox,181660734,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Cincinnati Reds,99580000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Cleveland Guardians,42310000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Colorado Rockies,129452166,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Detroit Tigers,116040000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Houston Astros,163939599,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Kansas City Royals,74110000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Los Angeles Angels,169413094,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Los Angeles Dodgers,277108333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Miami Marlins,69000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Milwaukee Brewers,122281128,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Minnesota Twins,110859524,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,New York Mets,253119999,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,New York Yankees,240290714,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Oakland Athletics,32548334,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Philadelphia Phillies,221738462,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Pittsburgh Pirates,37875000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,San Diego Padres,208772618,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,San Francisco Giants,142292500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Seattle Mariners,92745714,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,St. Louis Cardinals,150746666,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Tampa Bay Rays,75347813,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Texas Rangers,134961333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Toronto Blue Jays,168070905,stevetheump.com (compiled from AP / Spotrac / Cot's),
2022,Washington Nationals,114623095,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Arizona Diamondbacks,112763571,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Atlanta Braves,199727500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Baltimore Orioles,64907966,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Boston Red Sox,175783182,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Chicago Cubs,180115000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Chicago White Sox,180911666,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Cincinnati Reds,86374500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Cleveland Guardians,75010000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Colorado Rockies,166250466,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Detroit Tigers,105338500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Houston Astros,180888333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Kansas City Royals,75825000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Los Angeles Angels,204088094,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Los Angeles Dodgers,218332634,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Miami Marlins,81075000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Milwaukee Brewers,108644960,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Minnesota Twins,141271190,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,New York Mets,334233332,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,New York Yankees,268954047,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Oakland Athletics,43145000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Philadelphia Phillies,232424939,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Pittsburgh Pirates,60787500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,San Diego Padres,236962024,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,San Francisco Giants,175590000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Seattle Mariners,129814047,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,St. Louis Cardinals,147770834,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Tampa Bay Rays,64652911,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Texas Rangers,183578160,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Toronto Blue Jays,205680777,stevetheump.com (compiled from AP / Spotrac / Cot's),
2023,Washington Nationals,79983095,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Arizona Diamondbacks,156511716,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Atlanta Braves,225315000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Baltimore Orioles,94495168,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Boston Red Sox,162324847,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Chicago Cubs,216330000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Chicago White Sox,117773333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Cincinnati Reds,88123333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Cleveland Guardians,86433928,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Colorado Rockies,134099285,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Detroit Tigers,95073933,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Houston Astros,237303141,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Kansas City Royals,105219570,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Los Angeles Angels,158818094,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Los Angeles Dodgers,220691666,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Miami Marlins,83710000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Milwaukee Brewers,94484960,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Minnesota Twins,118886590,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,New York Mets,301731074,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,New York Yankees,293666666,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Oakland Athletics,47905000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Philadelphia Phillies,236182617,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Pittsburgh Pirates,72014000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,San Diego Padres,153765453,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,San Francisco Giants,188767909,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Seattle Mariners,129158333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,St. Louis Cardinals,164301667,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Tampa Bay Rays,88066012,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Texas Rangers,221955000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Toronto Blue Jays,221876784,stevetheump.com (compiled from AP / Spotrac / Cot's),
2024,Washington Nationals,95371429,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Arizona Diamondbacks,174000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Atlanta Braves,202000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Baltimore Orioles,150000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Boston Red Sox,184000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Chicago Cubs,184000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Chicago White Sox,59000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Cincinnati Reds,103000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Cleveland Guardians,82000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Colorado Rockies,112000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Detroit Tigers,131000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Houston Astros,204000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Kansas City Royals,113000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Los Angeles Angels,192000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Los Angeles Dodgers,321000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Miami Marlins,47000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Milwaukee Brewers,94000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Minnesota Twins,137000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,New York Mets,315000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,New York Yankees,272000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Oakland Athletics,55000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Philadelphia Phillies,278000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Pittsburgh Pirates,75000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,San Diego Padres,197000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,San Francisco Giants,158000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Seattle Mariners,138000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,St. Louis Cardinals,122000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Tampa Bay Rays,73000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Texas Rangers,206000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Toronto Blue Jays,233000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2025,Washington Nationals,100000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
