season,team,opening_day_payroll_usd,wins,prorated_wins,runs_scored,runs_allowed,pyth_wpct,pyth_wins_162,dollars_per_win
2008,Boston Red Sox,133390035,95,95.0,845,694,0.5928216418630499,96.03710598181408,1404105.6315789474
2008,Los Angeles Dodgers,118588536,84,84.0,700,648,0.5353885235770994,86.73294081949011,1411768.2857142857
2008,Atlanta Braves,102365683,72,72.0,753,778,0.4844478519330468,78.48055201315358,1421745.5972222222
2008,New York Mets,137793376,89,89.0,799,715,0.552544649785084,89.51223326518361,1548240.1797752809
2008,Detroit Tigers,137685196,74,74.0,821,857,0.47902621778676574,77.60224728145604,1860610.7567567567
2008,Seattle Mariners,117666482,61,61.0,671,811,0.41151835614278015,66.66597369513039,1928958.7213114754
2008,New York Yankees,209081577,89,89.0,789,727,0.5387936749862813,87.28457534777756,2349231.202247191
2009,Miami Marlins,36814000,87,87.0,772,766,0.5037212149998466,81.60283682997515,423149.4252873563
2009,San Diego Padres,42796700,75,75.0,638,769,0.4140389327857241,67.07430711128731,570622.6666666666
2009,Minnesota Twins,65299267,87,87.0,817,765,0.5315225526133917,86.10665352336945,750566.2873563218
2009,Tampa Bay Rays,63313035,84,84.0,803,754,0.5300989613696161,85.87603174187781,753726.6071428572
2009,Pittsburgh Pirates,48743000,62,62.0,636,768,0.41311063082034477,66.92392219289586,786177.4193548387
2009,Texas Rangers,68646023,87,87.0,784,740,0.5274477961879829,85.44654298245322,789034.7471264368
2009,Colorado Rockies,75201000,92,92.0,804,715,0.5555240847790287,89.99490173420266,817402.1739130435
2009,Oakland Athletics,62310000,75,75.0,759,761,0.4987491245840629,80.79735818261818,830800.0
2009,Cincinnati Reds,70968500,78,78.0,673,723,0.46680654372654934,75.62266008370099,909852.5641025641
2009,San Francisco Giants,82161450,88,88.0,657,611,0.5327071740443007,86.29856219517671,933652.8409090909
2009,St. Louis Cardinals,88528411,91,91.0,730,640,0.5604086691956538,90.78620440969591,972839.6813186813
2009,Milwaukee Brewers,80257502,80,80.0,785,818,0.4801359292313286,77.78202053547523,1003218.775
2009,Washington Nationals,59328000,59,59.0,710,874,0.40135289977569416,65.01916976366246,1005559.3220338983
2009,Baltimore Orioles,67101667,64,64.0,741,876,0.4197212473595915,67.99484207225382,1048463.546875
2009,Arizona Diamondbacks,73571667,70,70.0,720,782,0.4609494913950224,74.67381760599363,1051023.8142857142
2009,Los Angeles Dodgers,100458101,95,95.0,780,611,0.6112646043820037,99.0248659098846,1057453.694736842
2009,Toronto Blue Jays,80993657,75,75.0,798,771,0.5165047466042106,83.67376894988212,1079915.4266666668
2009,Kansas City Royals,70908333,65,65.0,686,842,0.4036751367130508,65.39537214751422,1090897.4307692307
2009,Atlanta Braves,96726167,86,86.0,735,641,0.5628787316460246,91.18635452665599,1124722.8720930233
2009,Seattle Mariners,98904167,85,85.0,640,692,0.46430950637070323,75.21814003205392,1163578.4352941175
2009,Los Angeles Angels,113709000,97,97.0,883,761,0.5717875302864355,92.62957990640254,1172257.731958763
2009,Philadelphia Phillies,113004048,93,93.0,820,709,0.568814422160058,92.14793638992938,1215097.2903225806
2009,Chicago White Sox,96068500,79,79.0,724,732,0.4948407796330335,80.16420630055143,1216056.9620253164
2009,Cleveland Guardians,81625567,65,65.0,773,865,0.44560532858099927,72.18806323012188,1255777.9538461538
2009,Boston Red Sox,122696000,95,95.0,872,736,0.5811846740395986,94.15191719441498,1291536.8421052631
2009,Detroit Tigers,115085145,86,86.0,743,745,0.4987322442224364,80.7946235640347,1338199.3604651163
2009,Houston Astros,102996415,74,74.0,643,770,0.41687808848703933,67.53425033490038,1391843.445945946
2009,Chicago Cubs,135050000,83,83.0,707,672,0.523493248542114,84.80590626382246,1627108.4337349397
2009,New York Mets,135773988,70,70.0,671,757,0.44393239537689566,71.9170480510571,1939628.4
2009,New York Yankees,201449289,103,103.0,915,753,0.5939947270052676,96.22714577485334,1955818.3398058251
2010,San Diego Padres,37799300,90,90.0,665,581,0.5603326146073019,90.7738835663829,419992.22222222225
2010,Pittsburgh Pirates,34943000,57,57.0,587,866,0.3252279469043664,52.68692739850736,613035.0877192982
2010,Texas Rangers,55250545,90,90.0,787,687,0.5636800327315051,91.31616530250383,613894.9444444445
2010,Oakland Athletics,51654900,81,81.0,663,626,0.5260110373756499,85.21378805485529,637714.8148148148
2010,Miami Marlins,55641500,80,80.0,719,717,0.5013026188947844,81.21102426095509,695518.75
2010,Toronto Blue Jays,62689357,85,85.0,755,728,0.5171813105013533,83.78337230121923,737521.8470588236
2010,Tampa Bay Rays,71923471,96,96.0,802,649,0.597999332403611,96.87589184938498,749202.8229166666
2010,Cincinnati Reds,72386544,91,91.0,790,685,0.5668052321135117,91.8224476023889,795456.5274725275
2010,Cleveland Guardians,61203967,69,69.0,646,752,0.42995656689158507,69.65296383643678,887014.0144927537
2010,Washington Nationals,61425000,69,69.0,655,742,0.4423946101040186,71.66792683685101,890217.3913043478
2010,Atlanta Braves,84423667,91,91.0,738,629,0.5731572620617967,92.85147645401108,927732.6043956043
2010,Arizona Diamondbacks,60718167,65,65.0,713,836,0.42452188745092523,68.77254576704989,934125.6461538462
2010,Colorado Rockies,84227000,83,83.0,770,717,0.5336345006309742,86.44878910221782,1014783.1325301204
2010,Minnesota Twins,97559167,94,94.0,781,671,0.5707390986998244,92.45973398937156,1037863.4787234042
2010,Milwaukee Brewers,81108279,77,77.0,750,804,0.4667904170985795,75.62004756996988,1053354.2727272727
2010,San Francisco Giants,97828833,92,92.0,697,583,0.5801119374701088,93.97813387015762,1063356.8804347827
2010,Kansas City Royals,72267710,67,67.0,676,845,0.39547620772603276,64.06714565161731,1078622.537313433
2010,St. Louis Cardinals,93540753,86,86.0,736,641,0.5635098712738893,91.28859914637006,1087683.1744186047
2010,Los Angeles Dodgers,94945517,80,80.0,667,692,0.483069232042157,78.25721559082943,1186818.9625
2010,Houston Astros,92355500,76,76.0,611,729,0.4197490311608718,67.99934304806123,1215203.9473684211
2010,Chicago White Sox,108273197,88,88.0,752,704,0.5309277960745326,86.01030296407427,1230377.2386363635
2010,Baltimore Orioles,81612500,66,66.0,613,785,0.38720447866189434,62.72712554322688,1236553.0303030303
2010,Los Angeles Angels,105013667,80,80.0,681,702,0.48595339516072206,78.72445001603697,1312670.8375
2010,Philadelphia Phillies,141927381,97,97.0,772,640,0.5863917298874396,94.99546024176522,1463168.8762886599
2010,Detroit Tigers,122864929,81,81.0,751,743,0.5050653154780026,81.82058110743642,1516850.975308642
2010,Seattle Mariners,98376667,61,61.0,513,698,0.3662049778442412,59.32520641076708,1612732.2459016393
2010,New York Mets,132701445,79,79.0,656,652,0.5027845481301751,81.45109679708837,1679765.1265822784
2010,Boston Red Sox,162747333,89,89.0,818,744,0.5453011241313953,88.33878210928604,1828621.7191011235
2010,Chicago Cubs,146859000,75,75.0,685,767,0.44715447758263493,72.43902536838687,1958120.0
2010,New York Yankees,206333389,95,95.0,859,693,0.6012650508725834,97.40493824135851,2171930.4105263157
2011,Tampa Bay Rays,41932171,91,91.0,707,614,0.5640391707173278,91.3743456562071,460793.0879120879
2011,Kansas City Royals,36126400,71,71.0,730,762,0.4797268867807682,77.71575565848444,508822.5352112676
2011,Arizona Diamondbacks,53639833,94,94.0,731,662,0.545833793443314,88.42507453781685,570636.5212765958
2011,Cleveland Guardians,49188867,80,80.0,704,760,0.46406983976587207,75.17931404207127,614860.8375
2011,Pittsburgh Pirates,46047000,72,72.0,610,712,0.42985581525827105,69.63664207183992,639541.6666666666
2011,San Diego Padres,45869140,71,71.0,593,611,0.48670907972497,78.84687091544514,646044.2253521127
2011,Toronto Blue Jays,62517800,81,81.0,743,761,0.4886582459408634,79.16263584241987,771824.6913580247
2011,Miami Marlins,56944000,72,72.0,625,702,0.4470846377178355,72.42771131028935,790888.8888888889
2011,Washington Nationals,63681929,80,80.0,624,643,0.48644776184859306,78.80453741947207,796024.1125
2011,Milwaukee Brewers,85497333,96,96.0,721,638,0.556058690062024,90.0815077900479,890597.21875
2011,Oakland Athletics,66536500,74,74.0,645,679,0.4765475254224608,77.20069911843865,899141.8918918918
2011,Texas Rangers,92299265,96,96.0,855,677,0.6094096660806579,98.72436590506659,961450.6770833334
2011,Cincinnati Reds,76181365,79,79.0,735,720,0.5096776583166636,82.5677806472995,964321.0759493671
2011,Atlanta Braves,87003192,89,89.0,641,605,0.5259279684106062,85.2003308825182,977563.9550561798
2011,Detroit Tigers,105705232,95,95.0,787,711,0.5479237352623827,88.763645112506,1112686.652631579
2011,St. Louis Cardinals,105433572,90,90.0,762,692,0.5451006354340475,88.3063029403157,1171484.1333333333
2011,Colorado Rockies,87998071,73,73.0,735,774,0.47549543332871413,77.03026019925169,1205453.0273972603
2011,Baltimore Orioles,85304038,69,69.0,708,860,0.40779180609991617,66.06227258818642,1236290.4057971016
2011,Houston Astros,70694000,56,56.0,615,796,0.38222000511081833,61.91964082795257,1262392.857142857
2011,Los Angeles Dodgers,103788990,82,82.0,644,612,0.5229598900719447,84.71950219165504,1265719.3902439023
2011,Seattle Mariners,86424600,67,67.0,556,675,0.414086639598601,67.08203561497336,1289919.4029850746
2011,San Francisco Giants,118216333,86,86.0,570,578,0.4938881031812869,80.00987271536847,1374608.5232558139
2011,New York Mets,120147310,77,77.0,718,742,0.4845557154081408,78.4980258961188,1560354.6753246754
2011,Los Angeles Angels,138998524,86,86.0,667,633,0.5237601036032999,84.8491367837346,1616261.9069767443
2011,Chicago White Sox,129285539,79,79.0,654,706,0.46483396248738035,75.30310192295562,1636525.8101265824
2011,Philadelphia Phillies,172976381,102,102.0,713,529,0.6307812809783797,102.18656751849751,1695846.8725490195
2011,Chicago Cubs,125480664,71,71.0,654,756,0.432983111928377,70.14326413239708,1767333.295774648
2011,Minnesota Twins,112737000,63,63.0,619,804,0.3803963679735419,61.62421161171379,1789476.1904761905
2011,Boston Red Sox,161407476,90,90.0,875,737,0.5822186437452641,94.31942028673278,1793416.4
2011,New York Yankees,201689030,97,97.0,867,657,0.628956358613323,101.89093009535833,2079268.3505154639
2012,Oakland Athletics,55372500,94,94.0,713,614,0.5679176136279271,92.0026534077242,589069.1489361703
2012,Tampa Bay Rays,64173500,90,90.0,697,577,0.5845535552272445,94.6976759468136,713038.8888888889
2012,San Diego Padres,55244700,76,76.0,651,710,0.4601342622130295,74.54175047851078,726903.947368421
2012,Pittsburgh Pirates,63431999,79,79.0,651,674,0.48413920319834675,78.43055091813217,802936.6962025317
2012,Washington Nationals,81336143,98,98.0,731,594,0.5937151856103187,96.18186006887163,829960.6428571428
2012,Kansas City Royals,60916225,72,72.0,676,746,0.45418044679555325,73.57723238087962,846058.6805555555
2012,Cincinnati Reds,82203616,97,97.0,669,588,0.5578299080308128,90.36844510099166,847459.9587628866
2012,Baltimore Orioles,81428999,93,93.0,712,705,0.504602584787212,81.74561873552834,875580.6344086021
2012,Atlanta Braves,83309942,94,94.0,700,600,0.5696028875102277,92.27566777665689,886275.9787234042
2012,Arizona Diamondbacks,74284833,81,81.0,734,688,0.5301442279181849,85.88336492274595,917096.7037037037
2012,Toronto Blue Jays,75489200,73,73.0,716,784,0.45714259998039286,74.05710119682364,1034098.6301369863
2012,Seattle Mariners,81978100,75,75.0,619,651,0.4772611038285015,77.31629882021724,1093041.3333333333
2012,Houston Astros,60651000,55,55.0,583,794,0.3610304360372893,58.48693063804087,1102745.4545454546
2012,Los Angeles Dodgers,95143575,86,86.0,637,597,0.5290038616486048,85.69862558707398,1106320.6395348837
2012,Chicago White Sox,96919500,85,85.0,748,676,0.5470761915535306,88.62634303167195,1140229.4117647058
2012,Cleveland Guardians,78430300,68,68.0,667,845,0.3895811207401998,63.11214155991237,1153386.7647058824
2012,Milwaukee Brewers,97653944,83,83.0,776,733,0.527014484901828,85.37634655409613,1176553.5421686748
2012,Colorado Rockies,78069571,64,64.0,758,890,0.4225285182860515,68.44961996234034,1219837.046875
2012,San Francisco Giants,117620683,94,94.0,718,649,0.546451571246338,88.52515454190676,1251283.8617021276
2012,St. Louis Cardinals,110300862,88,88.0,765,648,0.5766534374389732,93.41785686511366,1253418.8863636365
2012,New York Mets,93353983,74,74.0,650,709,0.46009254419421874,74.53499215946344,1261540.310810811
2012,Texas Rangers,120510974,93,93.0,808,707,0.5630741291146252,91.21800891656927,1295816.9247311829
2012,Minnesota Twins,94085000,66,66.0,701,832,0.41908218081910775,67.89131329269546,1425530.303030303
2012,Chicago Cubs,88197033,61,61.0,613,759,0.40265219210262776,65.2296551206257,1445853.0
2012,Detroit Tigers,132300000,88,88.0,726,670,0.5371668039503508,87.02102223995682,1503409.0909090908
2012,Miami Marlins,118078000,69,69.0,609,724,0.42147556778419065,68.27904198103889,1711275.3623188406
2012,Los Angeles Angels,154485166,89,89.0,767,699,0.5435616060856353,88.05698018587292,1735788.3820224719
2012,New York Yankees,197962289,95,95.0,804,668,0.586401323769044,94.99701445058513,2083813.5684210525
2012,Philadelphia Phillies,174538938,81,81.0,684,680,0.5027025488701912,81.43781291697097,2154801.703703704
2012,Boston Red Sox,173186617,69,69.0,734,806,0.4554719108102004,73.78644955125246,2509950.9710144927
2013,Houston Astros,22062600,51,51.0,610,848,0.35003189966586407,56.70516774586998,432600.0
2013,Miami Marlins,36341900,62,62.0,513,646,0.3999948119828222,64.7991595412172,586159.6774193548
2013,Tampa Bay Rays,57895272,92,92.0,700,646,0.5367203939583111,86.9487038212464,629296.4347826086
2013,Oakland Athletics,60664500,96,96.0,767,625,0.5937681623073979,96.19044229379847,631921.875
2013,Cleveland Guardians,77772800,92,92.0,745,662,0.5546948962409818,89.86057319103905,845356.5217391305
2013,Pittsburgh Pirates,79555000,94,94.0,634,577,0.5418538915389914,87.7803304293166,846329.7872340425
2013,San Diego Padres,67143600,76,76.0,618,700,0.4433957633015158,71.83011365484556,883468.4210526316
2013,Atlanta Braves,89778192,96,96.0,688,548,0.6005238796856094,97.28486850906872,935189.5
2013,Kansas City Royals,81491725,86,86.0,648,601,0.5337777851969886,86.47200120191215,947578.1976744186
2013,Colorado Rockies,71924071,74,74.0,706,760,0.4653837002427818,75.39215943933065,971946.9054054054
2013,New York Mets,73396649,74,74.0,619,684,0.45471378559541326,73.66363326645694,991846.6081081082
2013,Seattle Mariners,72031143,71,71.0,624,754,0.4134247802698295,66.97481440371237,1014523.1408450705
2013,Baltimore Orioles,90993333,85,85.0,745,709,0.5232278668092077,84.76291442309166,1070509.8
2013,Arizona Diamondbacks,89100500,81,81.0,685,695,0.49329981165798703,79.9145694885939,1100006.172839506
2013,Milwaukee Brewers,82976944,74,74.0,640,687,0.4676477418926053,75.75893418660205,1121310.054054054
2013,Minnesota Twins,75802500,66,66.0,614,788,0.3861527729529399,62.55674921837627,1148522.7272727273
2013,St. Louis Cardinals,115222086,97,97.0,783,596,0.6235309393251366,101.01201217067212,1187856.5567010308
2013,Cincinnati Reds,107491305,90,90.0,698,589,0.5763428444309971,93.36754079782153,1194347.8333333333
2013,Texas Rangers,114090100,91,91.0,730,636,0.5630941895858936,91.22125871291477,1253737.3626373627
2013,Washington Nationals,114056769,86,86.0,656,626,0.5211765740330473,84.43060499335365,1326241.5
2013,Boston Red Sox,150655500,97,97.0,853,656,0.6220475453516887,100.77170234697357,1553149.4845360825
2013,Chicago Cubs,104304676,66,66.0,602,689,0.4390794603272444,71.13087257301359,1580373.878787879
2013,Toronto Blue Jays,117527800,74,74.0,712,756,0.47181062045265004,76.4333205133293,1588213.5135135136
2013,Detroit Tigers,148414500,93,93.0,796,624,0.6115719106191118,99.0746495202961,1595854.8387096773
2013,Los Angeles Angels,127896250,78,78.0,733,737,0.49743788158779145,80.58493681722221,1639695.5128205128
2013,San Francisco Giants,140264334,76,76.0,629,691,0.4571927958318267,74.06523292475593,1845583.3421052631
2013,Chicago White Sox,119073277,63,63.0,598,723,0.4141920089376648,67.09910544790169,1890052.0158730159
2013,Philadelphia Phillies,165385714,73,73.0,610,749,0.406618168230973,65.87214325341763,2265557.7260273974
2013,Los Angeles Dodgers,216597577,92,92.0,649,582,0.548597751879196,88.87283580442976,2354321.4891304346
2013,New York Yankees,228835490,85,85.0,650,671,0.48548659373606295,78.6488281852422,2692182.2352941176
2014,Miami Marlins,47565400,77,77.0,645,674,0.4799396059187501,77.75021615883752,617732.4675324676
2014,Houston Astros,44544174,70,70.0,629,723,0.43633246766474215,70.68585976168823,636345.3428571429
2014,Pittsburgh Pirates,78111667,88,88.0,682,631,0.5353654640861466,86.72920518195575,887632.5795454546
2014,Oakland Athletics,83401400,88,88.0,729,572,0.6084978028685295,98.57664406470178,947743.1818181818
2014,Cleveland Guardians,82534800,85,85.0,669,653,0.5110527819305657,82.79055067275164,970997.6470588235
2014,Tampa Bay Rays,77062891,77,77.0,612,625,0.49058354168725193,79.47453375333481,1000816.7662337662
2014,Kansas City Royals,92034345,89,89.0,651,624,0.5191349342466678,84.09985934796018,1034093.7640449438
2014,Seattle Mariners,92081943,87,87.0,634,554,0.5594543038494103,90.63159722360447,1058413.1379310344
2014,Baltimore Orioles,107406623,96,96.0,705,593,0.5779502585440666,93.62794188413878,1118818.9895833333
2014,New York Mets,89051758,79,79.0,629,618,0.5079223498365685,82.28342067352409,1127237.4430379746
2014,San Diego Padres,90094196,77,77.0,535,577,0.46720569041071525,75.68732184653587,1170054.4935064935
2014,Chicago Cubs,89007857,73,73.0,614,707,0.43596082928267216,70.62565434379289,1219285.7123287672
2014,Minnesota Twins,85776500,70,70.0,715,777,0.4607635205619951,74.6436903310432,1225378.5714285714
2014,St. Louis Cardinals,111020360,90,90.0,619,603,0.5116902304803532,82.89381733781723,1233559.5555555555
2014,Chicago White Sox,91159254,73,73.0,660,758,0.43584763092742224,70.6073162102424,1248756.904109589
2014,Milwaukee Brewers,103844806,82,82.0,650,657,0.4951244554580099,80.21016178419761,1266400.0731707318
2014,Washington Nationals,134704437,96,96.0,686,555,0.5939044573713401,96.2125220941571,1403171.21875
2014,Atlanta Braves,110897341,79,79.0,573,597,0.48191554793251573,78.07031876506755,1403763.8101265824
2014,Colorado Rockies,95832071,66,66.0,755,818,0.46160376330207586,74.77980965493629,1452001.0757575757
2014,Cincinnati Reds,112390772,76,76.0,595,612,0.4874694940232614,78.97005803176835,1478825.9473684211
2014,Los Angeles Angels,155692000,98,98.0,773,630,0.5938963668831619,96.21121143507223,1588693.8775510204
2014,Toronto Blue Jays,132628700,83,83.0,723,686,0.5244130343928403,84.95491157164012,1597936.1445783132
2014,San Francisco Giants,154185878,88,88.0,665,614,0.5360319295007872,86.83717257912753,1752112.25
2014,Arizona Diamondbacks,112688666,64,64.0,615,742,0.41447442315174643,67.14485655058292,1760760.40625
2014,Detroit Tigers,162228527,90,90.0,757,705,0.5334018866535292,86.41110563787173,1802539.1888888888
2014,Texas Rangers,136036172,67,67.0,637,773,0.41094057626937486,66.57237335563873,2030390.6268656717
2014,Boston Red Sox,162817411,71,71.0,634,715,0.4449968795160943,72.08949448160728,2293202.971830986
2014,New York Yankees,203812506,84,84.0,633,664,0.47829876351938133,77.48439969013978,2426339.3571428573
2014,Philadelphia Phillies,180052723,73,73.0,619,687,0.45270954470209507,73.33894624173941,2466475.657534247
2014,Los Angeles Dodgers,235295219,94,94.0,718,617,0.5689833869863988,92.17530869179662,2503140.6276595746
2015,Houston Astros,70910100,86,86.0,729,618,0.5752655175659894,93.19301384569029,824536.0465116279
2015,Pittsburgh Pirates,88278500,98,98.0,697,596,0.5705615607484562,92.43097284124991,900801.0204081633
2015,Tampa Bay Rays,76061707,80,80.0,644,642,0.5014092225382275,81.22829405119286,950771.3375
2015,Miami Marlins,68479000,71,71.0,613,678,0.45441500789461625,73.61523127892784,964492.9577464788
2015,Cleveland Guardians,86091175,81,81.0,669,640,0.5202053093705251,84.27326011802506,1062854.012345679
2015,New York Mets,101409244,90,90.0,683,613,0.5489417977451252,88.92857123471028,1126769.3777777778
2015,Arizona Diamondbacks,91518833,79,79.0,720,713,0.5045658862062623,81.73967356541449,1158466.240506329
2015,Kansas City Royals,113618650,95,95.0,724,641,0.5558837511250675,90.05316768226093,1195985.7894736843
2015,St. Louis Cardinals,120869458,100,100.0,647,525,0.5911482138082588,95.76601063693792,1208694.58
2015,Chicago Cubs,119006885,97,97.0,689,608,0.5565588895241718,90.16254010291583,1226875.1030927836
2015,Oakland Athletics,86086667,68,68.0,694,729,0.4770673134191738,77.28490477390615,1265980.3970588236
2015,Minnesota Twins,108945000,83,83.0,696,700,0.4973417673987993,80.56936631860549,1312590.3614457832
2015,Toronto Blue Jays,122506600,93,93.0,891,670,0.6332449378569501,102.58567993282593,1317275.2688172043
2015,Baltimore Orioles,110146097,81,81.0,713,693,0.5132215903062833,83.1418976296179,1359828.3580246915
2015,San Diego Padres,100675896,74,74.0,650,731,0.4459044292092893,72.23651753190487,1360485.0810810812
2015,Atlanta Braves,97578565,67,67.0,573,760,0.3735205948567125,60.51033636678743,1456396.4925373134
2015,Colorado Rockies,102006130,68,68.0,737,844,0.4351963750376157,70.50181275609374,1500090.1470588236
2015,Chicago White Sox,115238678,76,76.0,622,701,0.4456012807940681,72.18740748863902,1516298.394736842
2015,Milwaukee Brewers,105002536,68,68.0,655,737,0.4455477836187879,72.17874094624364,1544154.9411764706
2015,Seattle Mariners,119798060,76,76.0,656,726,0.4532419934293631,73.42520293555683,1576290.2631578948
2015,Texas Rangers,142140873,88,88.0,751,733,0.5114505062523502,82.85498201288074,1615237.1931818181
2015,Los Angeles Angels,150933083,85,85.0,661,675,0.4904009167283519,79.44494850999301,1775683.3294117646
2015,Cincinnati Reds,117197072,64,64.0,640,754,0.4245727467121125,68.78078496736222,1831204.25
2015,Washington Nationals,164920505,83,83.0,703,635,0.5464839804555266,88.5304048337953,1986994.0361445784
2015,San Francisco Giants,172672111,84,84.0,696,627,0.5475440601130496,88.70213773831404,2055620.369047619
2015,Philadelphia Phillies,135827500,63,63.0,626,809,0.38234482270170983,61.93986127767699,2155992.0634920634
2015,Detroit Tigers,173813750,74,74.0,689,803,0.4279829473166071,69.33323746529035,2348834.4594594594
2015,Boston Red Sox,187407202,78,78.0,748,753,0.4968446640396202,80.48883557441847,2402656.435897436
2015,New York Yankees,219282196,87,87.0,764,698,0.5423670570230941,87.86346323774124,2520485.011494253
2015,Los Angeles Dodgers,272789040,92,92.0,667,595,0.5512929600970731,89.30945953572584,2965098.2608695654
2016,Houston Astros,69064200,84,84.0,724,701,0.5150592512323235,83.43959869963642,822192.8571428572
2016,Cleveland Guardians,86339067,94,94.0,777,676,0.5650829077851985,91.54343106120217,918500.7127659575
2016,Arizona Diamondbacks,70762833,69,69.0,752,890,0.4188432385050008,67.85260463781013,1025548.304347826
2016,Miami Marlins,84637500,79,79.0,655,682,0.4814688177850022,77.99794848117035,1071360.759493671
2016,Tampa Bay Rays,73649584,68,68.0,672,713,0.47261822787075675,76.56415291506259,1083082.1176470588
2016,Pittsburgh Pirates,85885832,78,78.0,729,758,0.48154945991961373,78.01101250697742,1101100.4102564103
2016,Chicago Cubs,116654522,103,103.0,808,556,0.6660078087116509,107.89326501128744,1132568.1747572816
2016,New York Mets,99626453,87,87.0,671,617,0.5379560734238327,87.1488838946609,1145131.6436781608
2016,Oakland Athletics,80279166,69,69.0,653,761,0.4292196545670276,69.53358403985847,1163466.1739130435
2016,Chicago White Sox,98712867,78,78.0,686,715,0.4807834742424659,77.88692282727948,1265549.576923077
2016,Atlanta Braves,87622648,68,68.0,649,779,0.4154248174876863,67.29882043300518,1288568.3529411764
2016,Baltimore Orioles,115587632,89,89.0,744,715,0.5186689989389561,84.02437782811089,1298737.4382022473
2016,Colorado Rockies,98261171,75,75.0,845,860,0.4913567134999011,79.59978758698398,1310148.9466666668
2016,Milwaukee Brewers,98683035,73,73.0,671,733,0.45903000956039913,74.36286154878466,1351822.397260274
2016,Kansas City Royals,112914525,81,81.0,675,712,0.4753117596394178,77.00050506158568,1394006.4814814816
2016,St. Louis Cardinals,120301957,86,86.0,779,712,0.5424103866777576,87.87048264179674,1398859.965116279
2016,Toronto Blue Jays,126369628,89,89.0,759,666,0.5606908532524235,90.83191822689261,1419883.4606741574
2016,Seattle Mariners,122706842,86,86.0,768,707,0.5389214114714481,87.3052686583746,1426823.7441860465
2016,Texas Rangers,144307373,95,95.0,765,757,0.5049986999069889,81.8097893849322,1519024.9789473685
2016,San Diego Padres,112895700,68,68.0,686,770,0.4459782750958966,72.24848056553525,1660230.8823529412
2016,Cincinnati Reds,116732284,68,68.0,716,854,0.41623723921402267,67.43043275267168,1716651.2352941176
2016,Washington Nationals,166010977,95,95.0,763,612,0.6004643619178446,97.27522663069082,1747483.9684210527
2016,Minnesota Twins,108262000,59,59.0,722,889,0.40076666803272,64.92420022130064,1834949.152542373
2016,Philadelphia Phillies,133048000,71,71.0,610,796,0.3787576162731279,61.358733836246714,1873915.4929577464
2016,San Francisco Giants,166495942,87,87.0,715,631,0.5571181555295146,90.25314119578137,1913746.4597701149
2016,Boston Red Sox,182161414,93,93.0,878,694,0.6109918079924692,98.98067289478001,1958724.8817204302
2016,Los Angeles Angels,146449583,74,74.0,717,727,0.4935129034875423,79.94909036498186,1979048.4189189188
2016,Detroit Tigers,172282250,86,86.0,750,721,0.5185933269597,84.0121189674714,2003281.9767441861
2016,Los Angeles Dodgers,223352402,91,91.0,725,638,0.5586208241598477,90.49657351389533,2454422.0
2016,New York Yankees,213472857,84,84.0,680,702,0.48527718802059927,78.61490445933708,2541343.535714286
2017,Milwaukee Brewers,63061300,86,86.0,732,697,0.5228640488592194,84.70397591519355,733270.9302325582
2017,Tampa Bay Rays,69962532,80,80.0,694,704,0.49336143108876324,79.92455183637965,874531.65
2017,Arizona Diamondbacks,93257600,93,93.0,812,659,0.5970621120375005,96.72406215007508,1002769.8924731183
2017,San Diego Padres,71624400,71,71.0,604,816,0.3633313814071425,58.85968378795708,1008794.3661971831
2017,Oakland Athletics,81738333,75,75.0,739,826,0.4468535748541887,72.39027912637857,1089844.44
2017,Cleveland Guardians,124861165,102,102.0,818,564,0.6654955604611617,107.81028079470819,1224129.068627451
2017,Houston Astros,124343900,101,101.0,896,700,0.6167986248259768,99.92137722180824,1231127.7227722772
2017,Minnesota Twins,108077500,85,85.0,815,788,0.5162544908492732,83.63322751758226,1271500.0
2017,Pittsburgh Pirates,100575946,75,75.0,668,731,0.45826562622331746,74.23903144817743,1341012.6133333333
2017,Cincinnati Reds,93768785,68,68.0,753,869,0.4310558208415141,69.83104297632529,1378952.7205882352
2017,Miami Marlins,111881100,77,77.0,778,822,0.473487156830677,76.70491940656967,1453001.2987012987
2017,Chicago White Sox,99119770,67,67.0,706,820,0.42924532073562743,69.53774195917164,1479399.552238806
2017,Colorado Rockies,130963571,87,87.0,824,757,0.5406794213446376,87.5900662578313,1505328.4022988505
2017,Atlanta Braves,112437541,72,72.0,732,821,0.4453410788332809,72.1452547709915,1561632.513888889
2017,Philadelphia Phillies,111378000,66,66.0,690,782,0.44132278520341756,71.49429120295365,1687545.4545454546
2017,Washington Nationals,167846918,97,97.0,819,672,0.5924394048525634,95.97518358611528,1730380.5979381443
2017,Kansas City Royals,140925250,80,80.0,702,791,0.4437917298026711,71.89426022803272,1761565.625
2017,St. Louis Cardinals,152452933,83,83.0,761,705,0.535895276246534,86.81503475193851,1836782.3253012048
2017,Chicago Cubs,172189880,92,92.0,822,695,0.5790603341003848,93.80777412426234,1871629.1304347827
2017,Seattle Mariners,154800918,78,78.0,750,772,0.4862557496995104,78.77343145132069,1984627.1538461538
2017,Los Angeles Angels,160375333,80,80.0,710,709,0.5006568641642768,81.10641199461284,2004691.6625
2017,Boston Red Sox,199805178,93,93.0,785,668,0.5751566932515784,93.17538430675569,2148442.7741935486
2017,Baltimore Orioles,163676616,75,75.0,743,841,0.44068763565326724,71.3913969758293,2182354.88
